rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,slope_angle_deg,vulnerability_index,pore_water_pressure_kpa,elevation_m,vegetation_ndvi,landslide_probability_true,landslide_occurred
110.66,281.21,64.31,40.72,51.71,10.11,3479.8,0.442,0.9571,1
16.57,46.68,30.53,29.22,52.96,1.23,1529.7,0.511,0.3629,0
181.08,556.47,82.32,36.15,70.03,21.22,1873.0,0.232,0.9975,1
40.33,130.85,49.56,47.39,84.79,4.59,1510.5,0.36,0.8567,1
119.42,259.15,58.08,35.98,66.4,15.43,2596.7,0.323,0.9649,1
30.26,94.72,45.02,26.75,24.25,2.81,773.6,0.501,0.4347,0
35.46,117.15,32.22,40.37,69.14,2.42,371.8,0.574,0.6927,1
8.66,47.5,32.01,49.21,80.68,0.58,3414.3,0.32,0.7301,1
15.76,56.76,47.96,47.32,84.21,1.43,1967.5,0.337,0.7565,1
71.9,176.98,48.93,30.41,81.94,4.37,2017.1,0.331,0.8599,1
18.37,71.71,44.6,43.41,76.36,1.6,1740.7,0.287,0.737,1
119.43,221.93,56.68,31.93,79.75,11.55,364.6,0.312,0.9486,1
15.79,46.07,46.0,31.86,52.87,1.13,2433.0,0.476,0.647,1
131.54,419.24,74.74,50.47,59.08,18.06,2067.3,0.183,0.9907,1
30.31,82.69,41.5,32.82,62.81,2.9,670.6,0.407,0.7045,1
21.57,50.81,41.94,33.22,50.72,1.77,1927.7,0.489,0.5199,1
75.79,271.32,59.24,18.76,8.56,11.02,970.9,0.765,0.6579,1
8.8,62.33,24.28,50.31,46.19,0.37,2312.2,0.283,0.6217,1
34.62,145.73,57.15,47.2,74.04,2.81,2404.1,0.408,0.8259,1
152.82,380.11,52.87,42.16,77.02,13.0,1178.9,0.348,0.9865,1
43.27,134.6,48.0,45.76,38.0,2.88,510.5,0.326,0.6996,1
55.63,199.6,56.19,29.57,91.61,6.53,2833.1,0.357,0.9245,1
58.38,167.23,54.47,38.08,52.0,4.48,2300.3,0.484,0.7988,1
51.03,124.3,37.04,35.58,31.37,3.54,2193.8,0.593,0.6439,1
15.92,77.42,31.42,27.08,92.78,1.2,2173.5,0.346,0.6545,1
21.86,90.7,35.71,38.71,83.61,1.38,2573.5,0.391,0.7872,1
43.11,88.52,39.26,52.85,28.01,2.92,953.7,0.392,0.6222,1
39.07,120.64,43.23,23.94,38.46,2.47,1542.3,0.593,0.5337,1
145.98,288.6,63.18,34.02,37.88,20.11,931.0,0.514,0.9539,1
10.18,74.84,44.95,31.51,51.93,0.73,434.8,0.414,0.4655,0
96.1,258.25,39.41,32.48,74.89,9.42,3192.1,0.358,0.9413,1
128.56,296.5,47.67,52.17,73.32,8.68,353.9,0.429,0.9776,1
27.03,110.99,38.01,38.3,68.76,1.24,352.1,0.337,0.7284,1
182.7,445.5,46.89,38.26,46.63,16.29,1262.7,0.504,0.9852,1
79.69,228.7,48.33,46.1,73.64,4.97,1251.9,0.335,0.942,1
45.55,121.79,31.39,29.66,53.76,2.4,331.1,0.497,0.5989,1
49.66,145.26,43.74,38.73,61.56,3.88,2732.3,0.506,0.7392,1
40.76,109.07,28.7,37.45,88.5,1.78,587.3,0.401,0.7773,1
70.3,154.04,36.51,41.37,56.58,6.34,491.8,0.37,0.8124,1
123.21,387.51,66.19,61.32,48.21,13.44,488.3,0.418,0.9861,1
173.88,401.8,68.16,46.4,43.64,16.45,2326.2,0.42,0.987,1
8.16,35.73,38.08,36.71,70.13,0.39,758.4,0.509,0.4872,0
27.57,76.66,36.67,48.51,34.15,1.62,2108.8,0.505,0.5536,1
28.89,83.71,38.99,30.26,84.65,2.55,863.0,0.405,0.6158,1
57.47,115.55,25.73,23.18,71.86,2.25,2960.6,0.565,0.6259,1
3.17,12.25,25.93,31.41,79.17,0.16,817.3,0.569,0.324,0
3.43,46.69,40.52,35.31,66.3,0.35,1618.3,0.464,0.538,1
89.02,215.88,49.83,39.27,36.73,7.3,2023.0,0.471,0.8713,1
20.37,73.98,24.95,41.84,86.39,1.02,3104.6,0.267,0.6018,1
14.34,52.01,45.63,52.28,30.39,1.3,909.9,0.536,0.4612,0
25.87,95.14,45.39,39.25,56.52,2.32,2247.5,0.32,0.6301,1
15.18,39.51,41.47,39.05,56.78,1.54,302.9,0.349,0.6142,1
201.05,521.48,70.66,24.65,55.44,31.56,2758.5,0.565,0.9929,1
28.62,84.89,28.12,23.54,49.5,0.98,1939.4,0.423,0.3283,0
79.23,204.78,50.35,40.23,48.9,4.93,3318.7,0.349,0.9042,1
35.45,73.54,35.36,37.64,69.47,1.57,2758.7,0.418,0.6794,1
56.53,174.28,49.85,48.97,29.83,4.72,1522.6,0.502,0.8002,1
61.18,181.27,52.68,29.89,64.69,5.71,1572.1,0.434,0.8377,1
27.45,137.88,47.92,22.69,57.28,2.96,221.4,0.437,0.6892,1
36.16,111.31,34.14,37.88,22.51,2.5,2965.7,0.586,0.3664,0
34.95,92.76,40.6,32.46,30.29,3.55,2857.9,0.547,0.382,0
97.71,286.87,44.51,24.61,33.88,9.71,2076.2,0.543,0.8587,1
19.2,69.72,47.6,44.95,59.49,2.13,1438.9,0.313,0.657,1
29.4,92.61,35.87,27.91,57.35,1.51,2856.3,0.505,0.5523,1
140.93,449.77,64.55,41.66,74.51,18.5,2213.9,0.333,0.9937,1
24.74,99.12,27.18,33.73,59.62,0.94,826.4,0.475,0.6321,1
6.57,31.64,30.92,30.36,66.81,0.42,999.6,0.519,0.4509,0
28.69,127.78,45.57,36.28,38.81,2.94,2198.7,0.6,0.5566,1
148.37,379.35,68.95,47.52,68.82,16.27,2437.6,0.427,0.9921,1
61.87,169.94,39.02,36.58,73.49,3.42,573.8,0.335,0.8128,1
26.1,49.74,35.06,45.78,69.46,1.38,2971.0,0.256,0.5685,1
53.1,149.24,32.06,28.51,22.63,3.84,1861.2,0.559,0.5001,1
99.88,243.92,67.79,46.51,58.22,12.94,859.5,0.381,0.9746,1
16.18,48.3,39.99,32.44,73.56,1.23,2066.0,0.493,0.5938,1
21.75,72.55,21.18,43.54,40.51,0.9,3091.7,0.444,0.3741,0
16.02,68.42,27.51,40.59,61.83,0.81,381.8,0.479,0.5377,1
54.46,145.74,38.55,53.35,33.81,4.88,929.2,0.431,0.8363,1
71.59,215.49,41.71,36.46,85.62,5.55,2058.7,0.353,0.9105,1
183.6,445.18,67.27,25.63,44.43,24.39,206.1,0.656,0.9857,1
34.03,85.11,29.56,22.11,44.2,2.49,793.3,0.663,0.312,0
95.14,285.6,49.89,48.48,41.38,8.51,981.2,0.324,0.9324,1
139.15,393.46,56.46,39.6,33.95,11.34,3117.5,0.506,0.9538,1
60.22,178.92,52.19,46.59,74.48,6.07,1929.9,0.319,0.8945,1
21.71,107.36,37.58,32.36,61.23,1.73,2286.2,0.32,0.7425,1
20.0,90.49,40.96,35.43,92.57,1.12,210.1,0.365,0.6742,1
246.76,750.0,98.0,23.15,48.63,34.11,1476.2,0.521,0.9995,1
39.19,95.26,28.43,55.62,22.21,1.37,1675.7,0.527,0.6486,1
37.33,117.57,27.36,43.27,80.3,2.21,2968.3,0.241,0.8076,1
11.68,51.4,53.83,53.6,46.95,0.92,842.4,0.427,0.6799,1
7.04,63.17,26.06,33.29,50.21,0.44,415.4,0.356,0.3844,0
23.13,60.32,44.22,41.74,82.45,1.91,2922.0,0.338,0.6896,1
70.76,189.2,40.14,43.57,74.14,6.93,899.8,0.285,0.9069,1
33.89,156.2,42.12,34.72,86.55,2.42,2479.7,0.299,0.7966,1
29.39,68.99,37.43,49.34,28.26,2.69,502.1,0.526,0.4674,0
49.02,213.44,59.71,54.53,91.23,7.23,2419.3,0.05,0.9649,1
23.29,72.53,42.31,50.97,26.71,1.35,1596.7,0.511,0.5897,1
43.89,139.15,39.41,45.4,76.23,2.36,3262.5,0.203,0.8455,1
16.2,70.41,47.04,33.63,31.08,1.33,861.4,0.541,0.4563,0
33.46,93.77,36.33,33.74,69.51,2.11,421.5,0.259,0.7916,1
74.44,236.63,42.63,55.78,41.86,6.49,1960.6,0.35,0.8303,1
111.38,275.43,41.97,21.01,54.01,6.29,3228.1,0.528,0.8867,1
34.27,103.1,28.99,44.68,75.51,2.17,871.7,0.295,0.6684,1
85.78,254.23,56.04,44.39,73.28,7.17,2955.0,0.409,0.9385,1
124.92,236.48,65.19,42.04,81.42,11.37,1319.9,0.093,0.9857,1
2.17,8.37,33.52,58.77,34.01,0.16,526.7,0.463,0.4912,0
229.05,744.68,92.97,34.57,64.21,27.78,2146.4,0.501,0.9994,1
27.98,95.23,48.86,35.3,54.64,2.91,1922.4,0.475,0.5773,1
32.15,139.38,49.95,26.33,55.37,2.16,2966.7,0.335,0.6835,1
22.07,74.31,31.97,37.74,67.75,1.53,539.7,0.321,0.7359,1
16.1,65.07,42.37,33.16,34.23,1.52,2329.3,0.547,0.427,0
62.24,269.6,46.77,35.38,37.84,5.71,2247.4,0.45,0.8676,1
22.7,64.88,36.44,48.78,31.49,1.37,3483.3,0.397,0.5435,1
101.39,295.87,44.1,53.75,63.4,6.74,1282.6,0.403,0.9359,1
49.08,118.35,26.81,30.78,74.25,2.96,347.2,0.376,0.75,1
61.97,163.7,34.01,36.11,62.79,2.82,1557.0,0.425,0.7522,1
14.27,37.86,48.54,53.32,87.22,1.71,1732.6,0.109,0.8007,1
35.48,113.83,28.25,25.38,24.43,2.22,1417.5,0.55,0.286,0
10.94,31.44,37.17,27.02,58.81,0.85,2280.5,0.493,0.3587,0
23.68,84.67,49.96,29.97,83.0,2.94,1077.3,0.361,0.7125,1
13.65,28.87,31.59,41.33,19.61,0.9,804.4,0.585,0.2204,0
43.89,98.05,42.16,29.51,26.36,2.47,1694.1,0.624,0.3417,0
57.55,156.83,36.77,56.19,46.5,3.43,2599.0,0.554,0.8157,1
18.04,44.31,35.57,37.83,54.4,1.26,3141.8,0.419,0.485,0
27.32,131.79,51.88,39.06,33.49,2.76,2390.2,0.437,0.6127,1
20.84,44.96,23.24,32.73,34.95,0.59,1445.3,0.588,0.3081,0
111.85,311.8,54.24,38.36,81.38,9.33,2663.9,0.389,0.9643,1
274.85,738.72,78.02,43.11,68.34,46.26,823.2,0.329,0.9999,1
7.72,23.29,34.8,45.79,84.36,0.55,2681.6,0.348,0.6927,1
151.2,346.26,63.06,45.88,44.17,22.57,1787.0,0.336,0.9886,1
24.44,117.21,54.36,40.89,81.27,3.25,1093.7,0.344,0.842,1
26.32,113.73,30.78,51.95,41.41,1.89,2484.5,0.394,0.6914,1
113.17,248.09,44.98,48.11,62.56,9.77,1574.2,0.319,0.9643,1
24.05,73.86,33.43,45.98,49.8,1.53,2246.2,0.359,0.595,1
26.65,85.06,46.57,25.0,81.16,2.09,2390.1,0.519,0.6068,1
65.94,171.35,37.81,20.46,73.76,5.9,1497.6,0.408,0.7351,1
63.66,185.55,45.09,31.67,49.11,6.54,3453.7,0.469,0.7475,1
12.29,63.77,42.37,43.15,49.3,1.15,1708.2,0.407,0.6084,1
188.84,408.18,54.17,37.02,71.69,22.63,3447.6,0.312,0.9925,1
53.38,144.57,38.05,36.82,67.76,4.68,976.2,0.387,0.8228,1
132.21,424.45,46.43,50.96,22.65,14.7,751.0,0.567,0.9671,1
60.77,227.24,57.51,51.5,86.51,7.92,2281.8,0.129,0.9608,1
160.8,501.28,64.89,52.21,55.23,23.58,2005.3,0.355,0.9955,1
34.98,96.44,33.66,34.62,17.03,2.42,1983.1,0.695,0.2435,0
38.35,99.73,42.26,43.94,63.44,2.91,3483.6,0.213,0.7386,1
66.34,156.34,31.76,33.46,18.29,4.04,203.5,0.524,0.561,1
20.22,79.4,38.54,30.95,35.82,1.48,1696.6,0.578,0.3889,0
4.32,74.73,32.76,30.75,80.48,0.32,1212.8,0.204,0.6524,1
20.86,64.59,23.5,35.35,74.44,0.76,1612.2,0.246,0.648,1
74.5,183.04,45.85,37.45,45.17,5.71,3295.9,0.389,0.7679,1
62.87,164.31,59.96,48.64,93.77,7.25,2868.1,0.191,0.928,1
27.72,67.16,48.6,28.27,39.55,3.34,865.5,0.498,0.5209,1
13.49,28.9,49.73,45.27,43.98,1.23,2524.0,0.453,0.4678,0
127.78,307.88,59.74,39.76,66.87,10.41,2112.8,0.294,0.9816,1
12.84,33.91,41.61,33.92,82.77,1.11,1546.7,0.279,0.6327,1
63.51,215.92,45.64,38.86,65.08,5.8,1328.5,0.4,0.9009,1
175.64,426.16,69.6,34.25,44.28,28.12,2174.8,0.568,0.9887,1
104.1,367.95,55.6,41.35,34.03,13.38,1747.8,0.458,0.9494,1
13.54,43.34,36.43,37.54,62.94,0.76,2014.1,0.523,0.5498,1
65.64,172.94,60.02,30.03,75.58,4.96,2750.8,0.389,0.8329,1
25.18,94.26,27.06,28.13,91.79,1.51,3391.1,0.352,0.642,1
28.82,78.56,37.66,40.12,44.57,2.22,1555.8,0.401,0.6819,1
142.24,474.76,76.98,51.85,16.63,15.15,1607.5,0.515,0.9829,1
63.47,119.9,46.65,35.4,30.68,7.35,2974.2,0.616,0.6255,1
19.91,60.98,25.54,45.21,32.21,1.22,628.5,0.514,0.4139,0
93.4,281.13,40.16,43.01,55.15,8.03,2842.8,0.331,0.9408,1
150.35,333.6,59.45,53.5,51.18,11.35,1490.9,0.368,0.9852,1
57.79,126.52,50.76,48.25,46.86,4.33,1570.0,0.34,0.7916,1
65.13,122.29,46.96,40.61,44.12,4.96,1178.8,0.439,0.7713,1
47.89,98.86,31.56,42.97,48.51,1.92,605.0,0.497,0.5877,1
37.65,98.81,34.15,51.64,81.14,2.93,2659.4,0.237,0.8396,1
13.04,39.51,46.17,36.75,82.19,0.78,3166.1,0.389,0.6135,1
17.54,41.89,46.36,34.96,63.8,1.19,1856.9,0.516,0.6198,1
213.22,436.8,61.42,21.08,65.42,21.15,832.9,0.483,0.9954,1
68.81,127.64,35.28,48.47,48.66,3.96,1223.4,0.354,0.7063,1
11.09,124.94,43.71,47.5,34.17,0.75,478.5,0.6,0.6389,1
36.39,118.85,29.31,27.59,33.39,2.64,2940.8,0.405,0.4714,0
59.19,129.9,44.28,40.86,44.82,6.42,1918.4,0.471,0.7867,1
12.72,31.32,25.43,38.21,93.94,0.65,3429.7,0.209,0.7204,1
96.27,219.38,48.61,28.22,35.97,6.38,2748.9,0.554,0.7315,1
39.92,100.51,43.97,57.47,64.06,3.72,2596.4,0.372,0.7922,1
49.04,147.4,45.51,31.75,69.0,5.51,1645.4,0.427,0.7127,1
25.65,55.63,38.21,25.69,95.64,2.45,1351.0,0.508,0.5511,1
40.45,89.63,34.51,41.32,91.98,2.79,1110.6,0.406,0.8438,1
4.34,56.65,32.16,45.39,87.02,0.2,3462.1,0.302,0.7248,1
47.37,148.87,41.33,23.34,49.34,4.47,961.5,0.701,0.4573,0
76.28,200.27,62.1,43.02,61.28,9.52,684.2,0.414,0.8807,1
12.19,72.47,47.89,39.78,28.48,1.04,1754.0,0.476,0.5112,1
109.53,252.32,50.44,27.53,34.26,7.71,1909.3,0.484,0.89,1
14.67,34.48,29.47,30.32,53.16,0.65,785.5,0.513,0.4047,0
1.43,3.65,35.89,40.64,74.22,0.1,1354.1,0.371,0.525,1
123.79,268.67,57.03,34.15,73.55,10.86,1165.5,0.409,0.9552,1
154.92,488.22,82.32,53.93,83.9,23.23,2646.9,0.225,0.998,1
27.98,65.11,45.36,48.16,85.45,2.7,1811.4,0.302,0.8146,1
121.27,282.22,63.65,57.83,49.33,19.17,2765.0,0.532,0.9706,1
14.72,39.86,43.18,33.12,60.24,0.8,503.6,0.458,0.5058,1
219.93,590.25,64.0,56.35,58.26,31.47,1243.0,0.418,0.9994,1
45.32,124.95,51.46,37.48,44.3,3.19,1184.4,0.555,0.6473,1
121.53,270.62,40.95,35.49,42.72,12.08,1712.6,0.375,0.9016,1
50.65,157.14,42.22,24.66,68.11,4.71,1529.9,0.477,0.7387,1
10.4,60.22,47.91,24.81,32.56,0.86,1061.4,0.539,0.3318,0
26.93,84.28,47.25,43.97,29.84,2.37,2899.1,0.39,0.5461,1
13.0,62.25,37.62,38.07,74.1,1.02,3192.2,0.203,0.6432,1
33.09,99.18,35.71,32.12,31.06,2.28,2757.8,0.658,0.3505,0
60.11,175.77,47.97,41.81,52.88,7.13,2511.7,0.501,0.8239,1
29.45,74.89,37.09,32.92,81.48,2.73,2143.5,0.293,0.7683,1
84.1,267.71,57.69,40.88,68.75,6.18,1307.9,0.342,0.9468,1
6.68,17.71,33.44,35.78,27.8,0.48,3231.0,0.556,0.2517,0
36.95,127.87,54.18,48.35,49.2,4.35,2340.5,0.425,0.738,1
39.88,115.21,45.32,48.24,16.52,4.03,3135.3,0.499,0.5773,1
88.93,279.57,50.34,38.51,88.24,10.71,1694.6,0.266,0.97,1
33.7,105.01,34.34,35.57,55.19,2.28,1559.9,0.534,0.6073,1
85.77,287.27,54.67,35.86,80.42,7.18,454.0,0.246,0.96,1
189.4,371.72,64.4,47.68,48.22,25.29,1313.4,0.311,0.9911,1
104.62,231.67,41.91,34.99,93.21,7.1,1473.3,0.329,0.9659,1
112.0,350.08,54.73,31.56,79.03,10.08,1830.9,0.374,0.9702,1
38.5,95.52,30.93,26.63,57.08,2.38,1767.9,0.422,0.6733,1
59.3,170.54,46.84,38.27,68.56,4.38,3229.1,0.222,0.8861,1
36.9,138.56,35.43,38.61,78.68,2.75,1874.1,0.391,0.6772,1
46.68,105.37,40.95,49.04,9.31,4.41,2989.5,0.427,0.4711,0
39.18,122.58,33.93,31.95,18.8,3.3,623.8,0.536,0.4735,0
10.2,38.39,37.0,36.31,72.99,0.54,2088.0,0.44,0.4914,0
12.15,26.69,36.39,47.78,51.29,0.79,1975.1,0.371,0.5019,1
18.42,58.1,36.92,48.35,31.06,1.47,714.3,0.339,0.4865,0
43.54,96.32,38.67,36.4,55.0,3.28,1008.9,0.367,0.4871,0
54.94,139.27,42.48,38.1,55.83,3.0,1851.1,0.557,0.7341,1
45.52,176.46,32.79,34.34,64.13,2.47,1920.1,0.391,0.7709,1
77.16,184.38,39.43,53.56,38.47,6.79,3170.2,0.378,0.9078,1
278.4,750.0,75.62,28.22,34.51,38.75,742.8,0.609,0.9993,1
5.16,54.9,24.34,53.64,94.47,0.26,1205.6,0.176,0.7423,1
155.89,353.64,48.2,43.73,81.02,15.28,992.2,0.521,0.9851,1
17.51,45.72,31.59,39.76,83.54,1.34,2782.6,0.345,0.7839,1
32.41,95.42,37.61,23.36,80.55,2.82,912.5,0.461,0.6502,1
148.76,420.62,61.47,38.47,59.74,15.06,3165.9,0.319,0.9869,1
32.78,98.96,47.35,36.94,51.37,2.87,3270.8,0.411,0.6547,1
56.71,197.27,49.5,29.91,45.76,5.11,569.5,0.536,0.7304,1
89.7,212.95,48.37,42.95,60.2,6.78,915.7,0.398,0.904,1
70.82,200.41,36.18,56.48,67.33,5.14,1468.3,0.257,0.9013,1
39.1,105.38,41.48,40.5,86.93,2.5,3061.4,0.353,0.839,1
8.6,26.19,40.94,44.64,41.68,0.5,602.3,0.515,0.4005,0
28.54,103.61,29.91,25.76,16.98,1.15,1336.9,0.765,0.245,0
27.86,115.2,43.62,37.17,25.1,1.91,2514.3,0.46,0.5133,1
80.29,230.38,47.32,28.12,30.43,6.9,2586.3,0.757,0.7217,1
35.26,109.03,37.2,41.78,24.12,1.77,1376.1,0.652,0.5476,1
47.11,150.41,45.38,53.94,80.65,4.44,3378.5,0.417,0.868,1
2.44,17.21,20.32,43.1,75.88,0.12,1363.1,0.306,0.5259,1
69.3,217.54,53.29,26.22,48.7,6.48,2224.6,0.545,0.7651,1
65.25,167.52,32.62,35.67,93.0,4.97,2230.7,0.372,0.8808,1
16.93,48.84,30.0,40.22,38.18,0.71,2841.4,0.423,0.435,0
54.23,168.54,49.38,36.84,86.97,3.48,1377.6,0.225,0.8896,1
123.53,397.31,64.04,48.75,24.11,17.86,1554.0,0.424,0.9709,1
48.77,206.77,39.8,48.01,38.33,4.79,1580.1,0.479,0.6507,1
70.98,226.44,50.71,41.75,84.63,5.91,393.7,0.283,0.9199,1
45.02,100.26,35.64,36.13,47.55,3.3,2617.7,0.638,0.5056,1
84.76,264.75,43.15,32.99,37.34,7.5,2736.5,0.55,0.8605,1
38.42,137.02,51.49,27.65,71.2,4.14,2908.1,0.473,0.7075,1
16.59,51.72,34.39,35.67,50.46,1.11,2557.5,0.402,0.5738,1
39.03,165.28,37.71,37.07,73.77,2.26,2155.4,0.397,0.7859,1
267.25,750.0,98.0,43.5,74.3,34.18,2062.0,0.322,0.9999,1
41.37,91.47,33.05,43.0,74.48,1.66,2324.2,0.261,0.7856,1
210.46,675.89,76.69,25.85,71.73,23.15,226.6,0.436,0.9982,1
21.62,48.55,24.4,36.65,27.79,0.72,1678.1,0.668,0.3067,0
39.27,79.1,33.86,30.65,46.63,1.66,331.1,0.416,0.4413,0
21.22,74.27,28.77,29.75,66.01,0.8,1811.6,0.34,0.6088,1
29.86,101.83,43.33,48.5,64.89,1.63,690.8,0.193,0.7528,1
18.92,81.34,36.98,24.07,73.29,1.34,230.8,0.227,0.6487,1
37.47,118.3,43.72,37.21,61.63,2.09,2610.5,0.513,0.6484,1
31.46,69.79,43.35,30.17,82.95,3.4,2525.0,0.451,0.696,1
256.03,513.41,67.19,50.71,35.39,31.86,1476.1,0.578,0.9977,1
127.86,407.63,61.92,40.37,76.45,18.77,416.1,0.35,0.9918,1
14.29,51.04,40.3,32.27,30.78,1.06,3417.3,0.487,0.3609,0
23.85,79.44,34.03,39.08,73.56,1.12,697.7,0.325,0.7016,1
150.78,467.15,67.68,45.16,19.96,23.4,1811.5,0.493,0.9837,1
52.92,175.41,37.34,55.35,68.76,2.98,1097.8,0.344,0.8594,1
92.2,271.64,45.38,31.93,74.18,5.24,636.8,0.505,0.9168,1
85.47,202.67,43.91,51.04,53.24,5.44,1892.2,0.505,0.8882,1
27.02,65.0,38.75,53.67,54.36,2.07,846.5,0.381,0.5975,1
45.4,128.72,58.3,52.61,78.55,4.67,1390.6,0.232,0.923,1
14.87,44.88,26.88,42.38,52.18,0.56,2201.5,0.454,0.4932,0
143.74,385.94,63.78,42.23,36.44,17.35,1476.6,0.4,0.9711,1
126.97,246.62,43.72,36.84,61.22,13.54,1914.2,0.358,0.9448,1
21.76,48.22,43.87,45.83,46.67,2.05,965.6,0.477,0.4032,0
34.97,70.37,38.02,39.75,93.82,1.71,2496.8,0.217,0.7602,1
39.13,129.26,48.14,43.54,94.65,3.04,2294.0,0.227,0.9073,1
89.87,239.15,64.41,37.42,77.66,12.16,2486.8,0.235,0.9622,1
40.85,147.79,36.75,45.16,54.68,2.07,1321.2,0.372,0.6894,1
141.77,367.33,72.68,48.39,23.36,19.58,3303.6,0.605,0.9757,1
31.93,75.39,37.36,29.35,52.25,2.28,2259.3,0.534,0.4558,0
71.4,247.13,56.47,48.72,65.98,5.3,619.8,0.378,0.9046,1
53.37,137.61,35.6,39.97,44.0,3.78,3417.7,0.397,0.7315,1
152.27,413.74,75.32,49.19,83.17,27.18,2077.4,0.243,0.996,1
53.49,141.5,38.61,37.48,48.87,4.23,2504.8,0.281,0.726,1
94.35,186.73,48.93,36.26,81.94,11.03,1428.4,0.405,0.9241,1
115.98,277.2,64.54,52.53,75.48,14.95,1659.5,0.345,0.984,1
180.13,569.23,77.82,32.87,57.2,30.52,2617.2,0.502,0.9975,1
25.95,103.62,41.68,49.17,47.3,2.55,3055.6,0.506,0.6273,1
81.05,170.81,37.42,38.66,80.14,5.47,3369.6,0.37,0.8843,1
15.29,60.26,41.89,39.35,21.15,0.9,3467.0,0.429,0.4072,0
126.26,406.83,68.05,34.48,20.89,11.64,2164.3,0.57,0.94,1
200.16,449.98,60.44,40.77,32.71,29.51,488.6,0.586,0.9919,1
36.39,129.18,49.94,34.92,61.15,3.47,2108.8,0.454,0.713,1
43.54,102.58,27.99,23.88,61.81,2.55,874.6,0.488,0.486,0
150.57,483.73,67.85,33.47,46.55,20.38,2339.5,0.462,0.9878,1
36.03,129.98,44.96,20.37,62.11,3.13,1307.7,0.586,0.634,1
47.86,201.89,29.52,57.22,47.5,2.72,1923.1,0.276,0.7881,1
14.17,48.59,20.3,55.99,68.25,0.52,2381.1,0.203,0.6981,1
14.55,97.42,41.74,36.65,54.7,1.43,3197.4,0.5,0.4998,0
152.76,366.45,55.06,45.06,81.63,11.41,2816.0,0.353,0.9889,1
302.96,750.0,97.57,35.44,71.22,62.98,269.7,0.494,0.9999,1
52.98,131.69,51.9,43.36,51.37,5.73,704.9,0.293,0.7777,1
68.92,150.33,33.35,47.67,49.99,2.94,3066.9,0.448,0.7676,1
226.15,741.45,98.0,54.5,58.74,32.85,2652.6,0.369,0.9998,1
32.92,72.01,42.82,36.77,25.49,3.14,688.0,0.605,0.4576,0
12.91,47.28,34.1,46.87,84.28,0.66,2143.4,0.313,0.7262,1
159.14,489.32,74.85,33.3,46.04,23.24,2139.0,0.558,0.9917,1
43.78,129.39,52.86,58.8,49.1,3.03,2757.2,0.256,0.8519,1
41.87,123.05,51.58,22.76,87.34,3.22,2884.3,0.451,0.7713,1
44.49,92.82,44.23,41.54,86.16,4.64,2424.2,0.292,0.834,1
54.84,119.14,42.19,43.04,47.26,3.86,2553.6,0.481,0.801,1
21.39,72.15,42.07,43.85,47.67,2.02,2400.1,0.37,0.6823,1
140.47,363.22,61.42,28.29,83.58,15.72,698.3,0.396,0.9912,1
125.92,319.33,43.85,53.94,55.74,8.94,2459.1,0.382,0.9678,1
20.62,77.51,26.31,30.63,66.55,1.05,1754.7,0.449,0.5125,1
30.31,79.95,31.99,42.04,42.38,1.84,3426.7,0.467,0.4464,0
228.0,613.92,85.45,32.0,93.49,48.32,2539.2,0.269,0.9995,1
37.44,76.54,31.03,34.44,85.29,1.91,1434.6,0.313,0.7078,1
27.57,88.72,47.99,40.12,80.21,2.71,3203.2,0.17,0.8595,1
14.35,71.41,21.95,37.16,77.88,0.66,960.3,0.341,0.657,1
57.31,158.09,51.32,29.87,81.97,5.92,1742.5,0.397,0.8398,1
75.13,168.95,47.47,30.26,61.4,6.5,410.0,0.446,0.8399,1
15.12,81.78,35.35,37.18,77.12,1.19,2274.8,0.274,0.6209,1
68.74,157.83,47.06,45.99,69.96,7.11,2043.2,0.413,0.8964,1
17.37,63.45,53.0,51.62,92.35,2.25,1864.7,0.266,0.8325,1
45.72,121.08,51.99,26.6,67.04,5.87,882.0,0.451,0.7908,1
40.31,117.91,50.37,36.6,72.23,3.0,1831.5,0.327,0.7947,1
56.7,132.02,42.69,27.39,51.23,4.96,1715.3,0.426,0.4961,0
10.03,34.16,24.0,21.82,47.23,0.56,272.1,0.589,0.2464,0
111.26,333.15,50.23,43.1,89.46,13.7,735.8,0.355,0.9805,1
23.85,74.01,48.26,41.51,76.76,1.59,3176.2,0.29,0.7449,1
58.9,169.39,46.38,29.98,31.98,6.65,2803.5,0.406,0.5924,1
46.17,112.86,51.01,32.34,35.35,3.52,595.7,0.55,0.7104,1
199.05,458.49,57.21,22.57,77.85,22.14,3410.0,0.6,0.9929,1
17.71,35.26,27.14,48.8,59.28,0.99,1735.5,0.284,0.5751,1
47.8,153.39,49.89,56.83,80.26,5.59,2675.0,0.24,0.9014,1
17.27,70.63,32.84,28.92,69.3,1.27,1987.9,0.438,0.4973,0
9.2,38.38,30.85,32.27,55.85,0.69,2722.3,0.451,0.3306,0
103.13,257.36,45.92,50.21,45.65,10.53,2386.0,0.5,0.9443,1
20.77,86.49,43.46,53.19,76.59,1.48,414.9,0.195,0.8045,1
73.56,163.62,46.74,37.22,66.78,4.93,3214.7,0.508,0.8434,1
33.04,83.95,30.11,24.67,49.88,1.4,2735.8,0.513,0.5174,1
33.05,80.41,34.28,23.89,18.39,1.49,931.3,0.655,0.2612,0
